title,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
Whole Wide World - Unpeeled,0.377,https://api.spotify.com/v1/audio-analysis/5atlAt28h9xM5wxPspr5MU,Cage The Elephant,0.405,205707,0.751,5atlAt28h9xM5wxPspr5MU,0.0,5,0.0958,-3.608,1,0.0392,120.826,4,https://api.spotify.com/v1/tracks/5atlAt28h9xM5wxPspr5MU,audio_features,spotify:track:5atlAt28h9xM5wxPspr5MU,0.762
Goodbye Kiss,0.0788,https://api.spotify.com/v1/audio-analysis/17ahSrFGTLNAEAquP1P88n,Kasabian,0.615,243960,0.836,17ahSrFGTLNAEAquP1P88n,0.0,7,0.62,-4.648,1,0.0419,123.005,4,https://api.spotify.com/v1/tracks/17ahSrFGTLNAEAquP1P88n,audio_features,spotify:track:17ahSrFGTLNAEAquP1P88n,0.877
You Can Have It All,0.0494,https://api.spotify.com/v1/audio-analysis/0ob8lMsvfQ8UUMorlJmS98,Kaiser Chiefs,0.565,275560,0.942,0ob8lMsvfQ8UUMorlJmS98,0.00169,10,0.177,-4.154,1,0.0282,112.662,4,https://api.spotify.com/v1/tracks/0ob8lMsvfQ8UUMorlJmS98,audio_features,spotify:track:0ob8lMsvfQ8UUMorlJmS98,0.79
Main Offender,0.261,https://api.spotify.com/v1/audio-analysis/6HAIJiZ3FGzWs5qREm9viG,The Hives,0.43,153160,0.954,6HAIJiZ3FGzWs5qREm9viG,0.00262,0,0.155,-4.541,1,0.105,135.96,4,https://api.spotify.com/v1/tracks/6HAIJiZ3FGzWs5qREm9viG,audio_features,spotify:track:6HAIJiZ3FGzWs5qREm9viG,0.79
I Wish I Was a Girl,0.00328,https://api.spotify.com/v1/audio-analysis/71qJ5ZrDKuzTm9caMeel5O,The Vaccines,0.483,172333,0.9,71qJ5ZrDKuzTm9caMeel5O,0.0481,11,0.302,-4.655,1,0.0484,131.291,4,https://api.spotify.com/v1/tracks/71qJ5ZrDKuzTm9caMeel5O,audio_features,spotify:track:71qJ5ZrDKuzTm9caMeel5O,0.791
Somebody Told Me,6.78e-05,https://api.spotify.com/v1/audio-analysis/3twNvmDtFQtAd5gMKedhLD,The Killers,0.502,197280,0.972,3twNvmDtFQtAd5gMKedhLD,0.000702,10,0.0627,-3.96,0,0.0793,138.019,4,https://api.spotify.com/v1/tracks/3twNvmDtFQtAd5gMKedhLD,audio_features,spotify:track:3twNvmDtFQtAd5gMKedhLD,0.729
Fast Times,0.000292,https://api.spotify.com/v1/audio-analysis/6b7B92At6GcqZwndlhpSH7,"Albert Hammond, Jr.",0.542,204333,0.963,6b7B92At6GcqZwndlhpSH7,0.000688,7,0.0567,-4.635,1,0.0381,135.028,4,https://api.spotify.com/v1/tracks/6b7B92At6GcqZwndlhpSH7,audio_features,spotify:track:6b7B92At6GcqZwndlhpSH7,0.929
Cherry Cola,0.0204,https://api.spotify.com/v1/audio-analysis/1vZtjVjaW86BJPzAmFncCp,Eagles Of Death Metal,0.472,197467,0.99,1vZtjVjaW86BJPzAmFncCp,0.375,5,0.333,-4.004,0,0.0743,144.975,4,https://api.spotify.com/v1/tracks/1vZtjVjaW86BJPzAmFncCp,audio_features,spotify:track:1vZtjVjaW86BJPzAmFncCp,0.621
Men's Needs,0.000106,https://api.spotify.com/v1/audio-analysis/3qel23hQWhHT3qGewBQ0pE,The Cribs,0.548,195698,0.94,3qel23hQWhHT3qGewBQ0pE,6.44e-05,1,0.0696,-2.274,0,0.0472,121.994,4,https://api.spotify.com/v1/tracks/3qel23hQWhHT3qGewBQ0pE,audio_features,spotify:track:3qel23hQWhHT3qGewBQ0pE,0.783
Holy Mountain,4.53e-06,https://api.spotify.com/v1/audio-analysis/0wyXUnldyolD7q1jbawZMI,Noel Gallagher's High Flying Birds,0.429,234880,0.969,0wyXUnldyolD7q1jbawZMI,0.572,1,0.578,-5.115,1,0.0412,137.015,4,https://api.spotify.com/v1/tracks/0wyXUnldyolD7q1jbawZMI,audio_features,spotify:track:0wyXUnldyolD7q1jbawZMI,0.729
Ghost Town,0.00147,https://api.spotify.com/v1/audio-analysis/68dfNjuT2QwfznqqhYtU9N,The Vaccines,0.465,140907,0.861,68dfNjuT2QwfznqqhYtU9N,0.177,6,0.119,-5.632,0,0.0343,109.227,4,https://api.spotify.com/v1/tracks/68dfNjuT2QwfznqqhYtU9N,audio_features,spotify:track:68dfNjuT2QwfznqqhYtU9N,0.863
For The Girl,0.00019,https://api.spotify.com/v1/audio-analysis/0A6mmHc95Sklnv9RWwYYsJ,The Fratellis,0.469,168347,0.888,0A6mmHc95Sklnv9RWwYYsJ,0.0,6,0.434,-3.467,1,0.0575,122.621,4,https://api.spotify.com/v1/tracks/0A6mmHc95Sklnv9RWwYYsJ,audio_features,spotify:track:0A6mmHc95Sklnv9RWwYYsJ,0.773
Hole In My Soul,0.000465,https://api.spotify.com/v1/audio-analysis/5NVH4pAJAlK1dbhq1u2qiD,Kaiser Chiefs,0.556,267893,0.95,5NVH4pAJAlK1dbhq1u2qiD,0.0,8,0.31,-4.9,1,0.0423,127.054,4,https://api.spotify.com/v1/tracks/5NVH4pAJAlK1dbhq1u2qiD,audio_features,spotify:track:5NVH4pAJAlK1dbhq1u2qiD,0.635
Very Ape,3.11e-06,https://api.spotify.com/v1/audio-analysis/0hUit24g1EIoATdKYWUiRj,Nirvana,0.262,115813,0.886,0hUit24g1EIoATdKYWUiRj,0.368,1,0.188,-9.392,1,0.0336,152.09,4,https://api.spotify.com/v1/tracks/0hUit24g1EIoATdKYWUiRj,audio_features,spotify:track:0hUit24g1EIoATdKYWUiRj,0.965
There's A Reason Why (I Never Returned Your Calls),0.0166,https://api.spotify.com/v1/audio-analysis/5pVbLYTdihSKd8Kylfhwa7,Blossoms,0.493,222489,0.882,5pVbLYTdihSKd8Kylfhwa7,2.97e-06,11,0.188,-5.37,1,0.046,123.985,4,https://api.spotify.com/v1/tracks/5pVbLYTdihSKd8Kylfhwa7,audio_features,spotify:track:5pVbLYTdihSKd8Kylfhwa7,0.685
I Only Want You,0.593,https://api.spotify.com/v1/audio-analysis/2ibjGwv7Vbu0XPh1wrkreK,Eagles Of Death Metal,0.548,168920,0.944,2ibjGwv7Vbu0XPh1wrkreK,0.00155,9,0.103,-3.208,1,0.119,173.869,4,https://api.spotify.com/v1/tracks/2ibjGwv7Vbu0XPh1wrkreK,audio_features,spotify:track:2ibjGwv7Vbu0XPh1wrkreK,0.901
Hard to Beat,0.00226,https://api.spotify.com/v1/audio-analysis/5PZK7nZBsKjSkXDszKrJ1W,Hard-FI,0.557,253307,0.833,5PZK7nZBsKjSkXDszKrJ1W,3.25e-06,10,0.161,-4.559,1,0.0663,125.205,4,https://api.spotify.com/v1/tracks/5PZK7nZBsKjSkXDszKrJ1W,audio_features,spotify:track:5PZK7nZBsKjSkXDszKrJ1W,0.815
Wolf Pack,7.92e-05,https://api.spotify.com/v1/audio-analysis/54J8iMBKqNdfHc9RELpJ2S,The Vaccines,0.556,143947,0.924,54J8iMBKqNdfHc9RELpJ2S,0.00163,5,0.645,-4.498,1,0.0675,116.989,4,https://api.spotify.com/v1/tracks/54J8iMBKqNdfHc9RELpJ2S,audio_features,spotify:track:54J8iMBKqNdfHc9RELpJ2S,0.808
Evil,0.00146,https://api.spotify.com/v1/audio-analysis/4BBcOpOx4K5udUBjWKL0HG,Interpol,0.489,215827,0.76,4BBcOpOx4K5udUBjWKL0HG,0.494,5,0.0728,-3.509,1,0.0376,129.021,4,https://api.spotify.com/v1/tracks/4BBcOpOx4K5udUBjWKL0HG,audio_features,spotify:track:4BBcOpOx4K5udUBjWKL0HG,0.657
Social Cues,0.0119,https://api.spotify.com/v1/audio-analysis/1KuVdyg8d6NlRhbpHxg5UF,Cage The Elephant,0.668,219053,0.913,1KuVdyg8d6NlRhbpHxg5UF,6.59e-06,9,0.111,-3.097,1,0.0348,132.039,4,https://api.spotify.com/v1/tracks/1KuVdyg8d6NlRhbpHxg5UF,audio_features,spotify:track:1KuVdyg8d6NlRhbpHxg5UF,0.933
Addicted To Drugs,0.00151,https://api.spotify.com/v1/audio-analysis/5gwWXFw5pn4nStyphdjuyt,Kaiser Chiefs,0.649,230507,0.913,5gwWXFw5pn4nStyphdjuyt,0.00179,9,0.0867,-4.677,1,0.0375,121.998,4,https://api.spotify.com/v1/tracks/5gwWXFw5pn4nStyphdjuyt,audio_features,spotify:track:5gwWXFw5pn4nStyphdjuyt,0.765
Do You Want To,0.0724,https://api.spotify.com/v1/audio-analysis/6WrnSlcN0dzTO80mVVbBto,Franz Ferdinand,0.412,215000,0.944,6WrnSlcN0dzTO80mVVbBto,0.000493,0,0.801,-2.896,1,0.0448,123.091,4,https://api.spotify.com/v1/tracks/6WrnSlcN0dzTO80mVVbBto,audio_features,spotify:track:6WrnSlcN0dzTO80mVVbBto,0.79
Impossible Tracks,0.177,https://api.spotify.com/v1/audio-analysis/7GZvjJkHoTSiP51zNqVnMP,The Kills,0.688,221138,0.856,7GZvjJkHoTSiP51zNqVnMP,0.377,1,0.373,-7.413,0,0.035,121.02,4,https://api.spotify.com/v1/tracks/7GZvjJkHoTSiP51zNqVnMP,audio_features,spotify:track:7GZvjJkHoTSiP51zNqVnMP,0.477
All In Vain,0.00454,https://api.spotify.com/v1/audio-analysis/4pBDzwtzQaPzXAzpqTIpJo,The Vaccines,0.552,232160,0.948,4pBDzwtzQaPzXAzpqTIpJo,2.47e-05,9,0.104,-3.771,1,0.0439,124.174,4,https://api.spotify.com/v1/tracks/4pBDzwtzQaPzXAzpqTIpJo,audio_features,spotify:track:4pBDzwtzQaPzXAzpqTIpJo,0.666
Spread Your Love,0.00987,https://api.spotify.com/v1/audio-analysis/4mpAm83XX1iS63l8wmkEC6,Black Rebel Motorcycle Club,0.415,225333,0.901,4mpAm83XX1iS63l8wmkEC6,0.361,2,0.136,-3.124,1,0.0428,128.216,4,https://api.spotify.com/v1/tracks/4mpAm83XX1iS63l8wmkEC6,audio_features,spotify:track:4mpAm83XX1iS63l8wmkEC6,0.424
Papillon,2.05e-05,https://api.spotify.com/v1/audio-analysis/5AtDUE1dzX1v962kqqMBFc,Editors,0.505,324134,0.949,5AtDUE1dzX1v962kqqMBFc,0.00662,7,0.301,-5.157,1,0.0612,125.99,4,https://api.spotify.com/v1/tracks/5AtDUE1dzX1v962kqqMBFc,audio_features,spotify:track:5AtDUE1dzX1v962kqqMBFc,0.633
No Destruction,0.31,https://api.spotify.com/v1/audio-analysis/2aYvXJhIBrxcEnk7uCJCjN,Foxygen,0.599,296573,0.676,2aYvXJhIBrxcEnk7uCJCjN,0.0013,2,0.14,-8.213,1,0.0261,112.977,4,https://api.spotify.com/v1/tracks/2aYvXJhIBrxcEnk7uCJCjN,audio_features,spotify:track:2aYvXJhIBrxcEnk7uCJCjN,0.895
Too Many Times,0.0246,https://api.spotify.com/v1/audio-analysis/6X9XQcsTFphVcsoLiCj3CA,The Growlers,0.527,232584,0.879,6X9XQcsTFphVcsoLiCj3CA,5.8e-06,11,0.154,-3.605,0,0.0349,123.491,4,https://api.spotify.com/v1/tracks/6X9XQcsTFphVcsoLiCj3CA,audio_features,spotify:track:6X9XQcsTFphVcsoLiCj3CA,0.842
Ashes to Ashes,0.186,https://api.spotify.com/v1/audio-analysis/2lJa0SY7vZpvJ7QDFanOuZ,Warpaint,0.696,310227,0.871,2lJa0SY7vZpvJ7QDFanOuZ,0.0282,1,0.173,-6.482,1,0.0357,118.938,4,https://api.spotify.com/v1/tracks/2lJa0SY7vZpvJ7QDFanOuZ,audio_features,spotify:track:2lJa0SY7vZpvJ7QDFanOuZ,0.8
Pink Ocean,0.343,https://api.spotify.com/v1/audio-analysis/4WFcerMZkAIcIizZYXNNrb,The Voidz,0.593,326707,0.889,4WFcerMZkAIcIizZYXNNrb,0.599,2,0.385,-3.701,1,0.0408,96.992,4,https://api.spotify.com/v1/tracks/4WFcerMZkAIcIizZYXNNrb,audio_features,spotify:track:4WFcerMZkAIcIizZYXNNrb,0.647
Your Girlfriend,0.0401,https://api.spotify.com/v1/audio-analysis/1f36D2fxgU2Mk1TxS7WhjG,Blossoms,0.672,161293,0.865,1f36D2fxgU2Mk1TxS7WhjG,2.31e-06,2,0.0996,-4.83,1,0.0362,119.997,4,https://api.spotify.com/v1/tracks/1f36D2fxgU2Mk1TxS7WhjG,audio_features,spotify:track:1f36D2fxgU2Mk1TxS7WhjG,0.886
Déjate Llevar,0.431,https://api.spotify.com/v1/audio-analysis/6grhw9Q0UFjXWXQVN8CZd7,The Marías,0.54,163938,0.529,6grhw9Q0UFjXWXQVN8CZd7,0.609,5,0.0846,-11.05,1,0.064,130.06,4,https://api.spotify.com/v1/tracks/6grhw9Q0UFjXWXQVN8CZd7,audio_features,spotify:track:6grhw9Q0UFjXWXQVN8CZd7,0.527
Elephant,0.562,https://api.spotify.com/v1/audio-analysis/6qZjm61s6u8Ead9sWxCDro,Tame Impala,0.598,211227,0.553,6qZjm61s6u8Ead9sWxCDro,0.157,9,0.257,-6.742,0,0.0397,123.075,4,https://api.spotify.com/v1/tracks/6qZjm61s6u8Ead9sWxCDro,audio_features,spotify:track:6qZjm61s6u8Ead9sWxCDro,0.533
Young Love (feat. Laura Marling) - Remastered,0.121,https://api.spotify.com/v1/audio-analysis/0XrsCgcegByUxBKXBs7jK1,Mystery Jets,0.613,203867,0.94,0XrsCgcegByUxBKXBs7jK1,0.0,4,0.132,-5.062,1,0.0893,136.159,4,https://api.spotify.com/v1/tracks/0XrsCgcegByUxBKXBs7jK1,audio_features,spotify:track:0XrsCgcegByUxBKXBs7jK1,0.74
No. 1 Party Anthem,0.33,https://api.spotify.com/v1/audio-analysis/5TTGoX70AFrTvuEtqHK37S,Arctic Monkeys,0.505,243132,0.698,5TTGoX70AFrTvuEtqHK37S,0.0887,0,0.0966,-5.563,1,0.0297,115.013,4,https://api.spotify.com/v1/tracks/5TTGoX70AFrTvuEtqHK37S,audio_features,spotify:track:5TTGoX70AFrTvuEtqHK37S,0.599
Not Me,0.339,https://api.spotify.com/v1/audio-analysis/1H3bR7kQ1VBOb5pEJMiPdM,Peach Pit,0.513,209640,0.878,1H3bR7kQ1VBOb5pEJMiPdM,0.255,4,0.147,-5.913,0,0.0547,173.21,4,https://api.spotify.com/v1/tracks/1H3bR7kQ1VBOb5pEJMiPdM,audio_features,spotify:track:1H3bR7kQ1VBOb5pEJMiPdM,0.578
Good Clean Fun,0.0133,https://api.spotify.com/v1/audio-analysis/2zjlZ1QUdDqNiIDTwRTC9G,Kaiser Chiefs,0.683,308280,0.942,2zjlZ1QUdDqNiIDTwRTC9G,3.59e-06,1,0.0692,-4.801,0,0.0494,107.048,4,https://api.spotify.com/v1/tracks/2zjlZ1QUdDqNiIDTwRTC9G,audio_features,spotify:track:2zjlZ1QUdDqNiIDTwRTC9G,0.882
I Sat By The Ocean,0.00136,https://api.spotify.com/v1/audio-analysis/7oXRMDUzBPekkLRTJhSGvC,Queens of the Stone Age,0.516,235587,0.781,7oXRMDUzBPekkLRTJhSGvC,0.000735,8,0.11,-4.004,0,0.0364,116.793,4,https://api.spotify.com/v1/tracks/7oXRMDUzBPekkLRTJhSGvC,audio_features,spotify:track:7oXRMDUzBPekkLRTJhSGvC,0.897
Half Full Glass Of Wine,0.254,https://api.spotify.com/v1/audio-analysis/4t6vrJg7GcUELCAxHX1z5W,Tame Impala,0.679,266627,0.768,4t6vrJg7GcUELCAxHX1z5W,0.0401,0,0.0916,-7.246,1,0.0787,126.117,4,https://api.spotify.com/v1/tracks/4t6vrJg7GcUELCAxHX1z5W,audio_features,spotify:track:4t6vrJg7GcUELCAxHX1z5W,0.685
Same Jeans,0.00712,https://api.spotify.com/v1/audio-analysis/0CASRPTbawxDqCculHLwhT,The View,0.484,214733,0.962,0CASRPTbawxDqCculHLwhT,0.0,0,0.112,-3.64,1,0.044,134.63,4,https://api.spotify.com/v1/tracks/0CASRPTbawxDqCculHLwhT,audio_features,spotify:track:0CASRPTbawxDqCculHLwhT,0.611
Bad Habit,0.051,https://api.spotify.com/v1/audio-analysis/3huV7eiNpaQlCB3LbZi9bB,The Kooks,0.733,221413,0.882,3huV7eiNpaQlCB3LbZi9bB,9.92e-06,0,0.131,-4.199,0,0.0389,123.071,4,https://api.spotify.com/v1/tracks/3huV7eiNpaQlCB3LbZi9bB,audio_features,spotify:track:3huV7eiNpaQlCB3LbZi9bB,0.854
She's Thunderstorms,0.000518,https://api.spotify.com/v1/audio-analysis/5xw2cHVLw1rlDPp3cL9Zuv,Arctic Monkeys,0.505,234920,0.898,5xw2cHVLw1rlDPp3cL9Zuv,0.00236,7,0.173,-4.906,1,0.0329,118.929,4,https://api.spotify.com/v1/tracks/5xw2cHVLw1rlDPp3cL9Zuv,audio_features,spotify:track:5xw2cHVLw1rlDPp3cL9Zuv,0.731
Always Like This,0.441,https://api.spotify.com/v1/audio-analysis/73M2Vb5MfZh8iGKudkMtlw,Bombay Bicycle Club,0.659,245640,0.591,73M2Vb5MfZh8iGKudkMtlw,0.000861,1,0.0862,-6.713,1,0.0313,121.14,4,https://api.spotify.com/v1/tracks/73M2Vb5MfZh8iGKudkMtlw,audio_features,spotify:track:73M2Vb5MfZh8iGKudkMtlw,0.707
Can You See Me Now,0.219,https://api.spotify.com/v1/audio-analysis/63smEMUTsNiFYYwolHxzqr,Miles Kane,0.502,164173,0.904,63smEMUTsNiFYYwolHxzqr,0.00191,9,0.619,-3.438,0,0.0963,153.932,4,https://api.spotify.com/v1/tracks/63smEMUTsNiFYYwolHxzqr,audio_features,spotify:track:63smEMUTsNiFYYwolHxzqr,0.748
Thief,0.000392,https://api.spotify.com/v1/audio-analysis/2K8jzadqcCkshEFeeoxDw2,The Fratellis,0.562,207739,0.834,2K8jzadqcCkshEFeeoxDw2,5.85e-05,0,0.113,-4.938,1,0.0376,121.961,4,https://api.spotify.com/v1/tracks/2K8jzadqcCkshEFeeoxDw2,audio_features,spotify:track:2K8jzadqcCkshEFeeoxDw2,0.768
Black Star Dancing,0.000763,https://api.spotify.com/v1/audio-analysis/6zE8Pkq8UFSF8ZaJ4gXeHU,Noel Gallagher's High Flying Birds,0.632,261827,0.875,6zE8Pkq8UFSF8ZaJ4gXeHU,0.0224,11,0.108,-4.709,0,0.0359,118.007,4,https://api.spotify.com/v1/tracks/6zE8Pkq8UFSF8ZaJ4gXeHU,audio_features,spotify:track:6zE8Pkq8UFSF8ZaJ4gXeHU,0.874
Record Collection,0.000924,https://api.spotify.com/v1/audio-analysis/1xmMcAcwZdOS7r0Eurw15a,Kaiser Chiefs,0.498,257507,0.895,1xmMcAcwZdOS7r0Eurw15a,0.0,7,0.103,-3.885,0,0.0558,116.019,4,https://api.spotify.com/v1/tracks/1xmMcAcwZdOS7r0Eurw15a,audio_features,spotify:track:1xmMcAcwZdOS7r0Eurw15a,0.749
You Probably Couldn't See For The Lights But You Were Staring Straight At Me,0.00384,https://api.spotify.com/v1/audio-analysis/111SaDBbcHW0zedi4RBHDp,Arctic Monkeys,0.58,130813,0.972,111SaDBbcHW0zedi4RBHDp,0.0,11,0.296,-4.274,0,0.0589,105.492,4,https://api.spotify.com/v1/tracks/111SaDBbcHW0zedi4RBHDp,audio_features,spotify:track:111SaDBbcHW0zedi4RBHDp,0.926
Boys That Sing,0.0232,https://api.spotify.com/v1/audio-analysis/5XJJ6g33rLqikFsSORTsJB,Viola Beach,0.538,196467,0.797,5XJJ6g33rLqikFsSORTsJB,0.0,11,0.0852,-6.458,0,0.0345,135.525,4,https://api.spotify.com/v1/tracks/5XJJ6g33rLqikFsSORTsJB,audio_features,spotify:track:5XJJ6g33rLqikFsSORTsJB,0.868
Called Out In The Dark,0.015,https://api.spotify.com/v1/audio-analysis/4UrmmXStaqiT5sSC7QO6HK,Snow Patrol,0.732,240865,0.719,4UrmmXStaqiT5sSC7QO6HK,1.51e-05,0,0.0788,-4.7,1,0.0315,119.995,4,https://api.spotify.com/v1/tracks/4UrmmXStaqiT5sSC7QO6HK,audio_features,spotify:track:4UrmmXStaqiT5sSC7QO6HK,0.961
I Can't Quit,2.14e-05,https://api.spotify.com/v1/audio-analysis/0XiZ2H6hFwXGm5CjoJza0a,The Vaccines,0.491,162987,0.793,0XiZ2H6hFwXGm5CjoJza0a,0.273,0,0.426,-4.441,1,0.0321,128.035,4,https://api.spotify.com/v1/tracks/0XiZ2H6hFwXGm5CjoJza0a,audio_features,spotify:track:0XiZ2H6hFwXGm5CjoJza0a,0.505
Humdrum Blues,0.264,https://api.spotify.com/v1/audio-analysis/5QUy6UHXqgSQ4ZhyrViJG7,The Growlers,0.586,217111,0.569,5QUy6UHXqgSQ4ZhyrViJG7,0.0,6,0.423,-8.989,1,0.0282,124.421,4,https://api.spotify.com/v1/tracks/5QUy6UHXqgSQ4ZhyrViJG7,audio_features,spotify:track:5QUy6UHXqgSQ4ZhyrViJG7,0.817
White Eyes,0.0196,https://api.spotify.com/v1/audio-analysis/29iHI9FTSHeC4x4ZUnU5Id,The Wombats,0.567,253421,0.952,29iHI9FTSHeC4x4ZUnU5Id,0.0,0,0.292,-2.554,0,0.0509,124.968,4,https://api.spotify.com/v1/tracks/29iHI9FTSHeC4x4ZUnU5Id,audio_features,spotify:track:29iHI9FTSHeC4x4ZUnU5Id,0.584
The Hellcat Spangled Shalalala,0.000793,https://api.spotify.com/v1/audio-analysis/52M1FvGd0AkoUwcHL2L8jv,Arctic Monkeys,0.449,180373,0.872,52M1FvGd0AkoUwcHL2L8jv,0.00062,11,0.0642,-4.992,1,0.0507,130.22,4,https://api.spotify.com/v1/tracks/52M1FvGd0AkoUwcHL2L8jv,audio_features,spotify:track:52M1FvGd0AkoUwcHL2L8jv,0.788
San Francisco,0.245,https://api.spotify.com/v1/audio-analysis/2SOT09giYc28fUo9ppjCpw,Foxygen,0.623,227907,0.65,2SOT09giYc28fUo9ppjCpw,0.000913,10,0.146,-7.953,1,0.0274,116.74,4,https://api.spotify.com/v1/tracks/2SOT09giYc28fUo9ppjCpw,audio_features,spotify:track:2SOT09giYc28fUo9ppjCpw,0.879
Techno Show,0.121,https://api.spotify.com/v1/audio-analysis/0a0EYuSVqeVqV8kjN9bFYC,Peach Pit,0.605,226613,0.724,0a0EYuSVqeVqV8kjN9bFYC,0.431,1,0.108,-7.729,0,0.0441,89.403,4,https://api.spotify.com/v1/tracks/0a0EYuSVqeVqV8kjN9bFYC,audio_features,spotify:track:0a0EYuSVqeVqV8kjN9bFYC,0.898
