title,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
Old Love,0.104,https://api.spotify.com/v1/audio-analysis/0I5DVKqfkZZUdSVfQTH8W4,Son Mieux,0.575,186827,0.832,0I5DVKqfkZZUdSVfQTH8W4,9.36e-05,9,0.255,-5.059,1,0.0408,131.038,4,https://api.spotify.com/v1/tracks/0I5DVKqfkZZUdSVfQTH8W4,audio_features,spotify:track:0I5DVKqfkZZUdSVfQTH8W4,0.556
Shallow Water,0.304,https://api.spotify.com/v1/audio-analysis/6PO6XdwU8U6zpFBhRQjrtO,AlunaGeorge,0.659,175531,0.57,6PO6XdwU8U6zpFBhRQjrtO,0.0003,9,0.0925,-5.996,0,0.0497,149.899,4,https://api.spotify.com/v1/tracks/6PO6XdwU8U6zpFBhRQjrtO,audio_features,spotify:track:6PO6XdwU8U6zpFBhRQjrtO,0.216
Illusions,0.0266,https://api.spotify.com/v1/audio-analysis/12FSdXvwvT79VkwtxPPQjZ,Sundara Karma,0.548,304596,0.747,12FSdXvwvT79VkwtxPPQjZ,1.48e-05,4,0.904,-6.128,0,0.0285,81.017,4,https://api.spotify.com/v1/tracks/12FSdXvwvT79VkwtxPPQjZ,audio_features,spotify:track:12FSdXvwvT79VkwtxPPQjZ,0.622
Is It Any Wonder?,3.83e-05,https://api.spotify.com/v1/audio-analysis/0YmUts6QtHUEmKCASWLuHr,Keane,0.489,186173,0.955,0YmUts6QtHUEmKCASWLuHr,0.000186,11,0.334,-2.771,0,0.0363,129.352,4,https://api.spotify.com/v1/tracks/0YmUts6QtHUEmKCASWLuHr,audio_features,spotify:track:0YmUts6QtHUEmKCASWLuHr,0.815
Kill Us All (feat. Denzel Curry),0.0137,https://api.spotify.com/v1/audio-analysis/2DBxhQbwnuXDioUVdL33S2,The Neighbourhood,0.547,161947,0.639,2DBxhQbwnuXDioUVdL33S2,0.0,2,0.305,-6.958,1,0.117,90.098,4,https://api.spotify.com/v1/tracks/2DBxhQbwnuXDioUVdL33S2,audio_features,spotify:track:2DBxhQbwnuXDioUVdL33S2,0.399
Changes - 1998 Greatest Hits (Explicit),0.0428,https://api.spotify.com/v1/audio-analysis/3pclEGdsAxuNaSU7BGgtFb,2Pac,0.862,268827,0.67,3pclEGdsAxuNaSU7BGgtFb,0.0,7,0.254,-6.338,1,0.0922,111.115,4,https://api.spotify.com/v1/tracks/3pclEGdsAxuNaSU7BGgtFb,audio_features,spotify:track:3pclEGdsAxuNaSU7BGgtFb,0.292
Let Me Live (feat. Anne-Marie & Mr Eazi),0.00295,https://api.spotify.com/v1/audio-analysis/3D1rlKmZdpYUeMtRRLNawc,Rudimental,0.662,205760,0.844,3D1rlKmZdpYUeMtRRLNawc,4.78e-05,8,0.525,-5.495,1,0.0669,145.007,4,https://api.spotify.com/v1/tracks/3D1rlKmZdpYUeMtRRLNawc,audio_features,spotify:track:3D1rlKmZdpYUeMtRRLNawc,0.763
Fever,0.196,https://api.spotify.com/v1/audio-analysis/6bHcqaT77cx1FvDQU0lUjN,Balthazar,0.502,365080,0.549,6bHcqaT77cx1FvDQU0lUjN,0.465,5,0.11,-11.086,0,0.0775,119.037,4,https://api.spotify.com/v1/tracks/6bHcqaT77cx1FvDQU0lUjN,audio_features,spotify:track:6bHcqaT77cx1FvDQU0lUjN,0.506
I Would Die 4 U - 2015 Paisley Park Remaster,0.0245,https://api.spotify.com/v1/audio-analysis/0gncmZNxsrISpW2U39PtF5,Prince,0.724,169053,0.846,0gncmZNxsrISpW2U39PtF5,0.000715,2,0.115,-7.745,1,0.0323,135.515,4,https://api.spotify.com/v1/tracks/0gncmZNxsrISpW2U39PtF5,audio_features,spotify:track:0gncmZNxsrISpW2U39PtF5,0.573
Flocon de Neige,0.549,https://api.spotify.com/v1/audio-analysis/5dRcHQnH0EQUTMUSJrpaug,Worakls,0.669,380679,0.54,5dRcHQnH0EQUTMUSJrpaug,0.901,9,0.0748,-11.809,0,0.0455,115.006,4,https://api.spotify.com/v1/tracks/5dRcHQnH0EQUTMUSJrpaug,audio_features,spotify:track:5dRcHQnH0EQUTMUSJrpaug,0.0402
Cola,0.0245,https://api.spotify.com/v1/audio-analysis/1HrMWH5GUdK6Yi94rbANJA,CamelPhat,0.706,223869,0.74,1HrMWH5GUdK6Yi94rbANJA,0.512,6,0.135,-7.904,1,0.0325,122.007,3,https://api.spotify.com/v1/tracks/1HrMWH5GUdK6Yi94rbANJA,audio_features,spotify:track:1HrMWH5GUdK6Yi94rbANJA,0.444
Call You Up,0.229,https://api.spotify.com/v1/audio-analysis/039r7YKjSzc27JOgncf2O3,Viola Beach,0.448,298027,0.601,039r7YKjSzc27JOgncf2O3,0.0,1,0.137,-7.448,0,0.0473,131.189,4,https://api.spotify.com/v1/tracks/039r7YKjSzc27JOgncf2O3,audio_features,spotify:track:039r7YKjSzc27JOgncf2O3,0.237
Cocoon,0.000254,https://api.spotify.com/v1/audio-analysis/1B241LRKmK6qDDTZfUajmm,Catfish and the Bottlemen,0.446,236887,0.91,1B241LRKmK6qDDTZfUajmm,9.76e-05,7,0.077,-4.481,0,0.0652,133.053,4,https://api.spotify.com/v1/tracks/1B241LRKmK6qDDTZfUajmm,audio_features,spotify:track:1B241LRKmK6qDDTZfUajmm,0.325
The Anchor,0.313,https://api.spotify.com/v1/audio-analysis/0qwpBiu4uhW9hiQ6P4NePz,Bastille,0.369,204819,0.76,0qwpBiu4uhW9hiQ6P4NePz,0.0,8,0.139,-3.901,0,0.0521,131.605,4,https://api.spotify.com/v1/tracks/0qwpBiu4uhW9hiQ6P4NePz,audio_features,spotify:track:0qwpBiu4uhW9hiQ6P4NePz,0.261
I Dreamt We Spoke Again,0.276,https://api.spotify.com/v1/audio-analysis/6TRQPx5Z0YZ0pCQX7JbtlS,Death Cab for Cutie,0.708,184827,0.706,6TRQPx5Z0YZ0pCQX7JbtlS,0.00631,9,0.115,-6.45,0,0.0385,119.027,4,https://api.spotify.com/v1/tracks/6TRQPx5Z0YZ0pCQX7JbtlS,audio_features,spotify:track:6TRQPx5Z0YZ0pCQX7JbtlS,0.45
Oxygen,4.48e-06,https://api.spotify.com/v1/audio-analysis/6uZzKcAUJhwSMl9sBPtiaL,Catfish and the Bottlemen,0.45,169867,0.846,6uZzKcAUJhwSMl9sBPtiaL,0.00459,1,0.155,-4.641,0,0.0331,125.453,4,https://api.spotify.com/v1/tracks/6uZzKcAUJhwSMl9sBPtiaL,audio_features,spotify:track:6uZzKcAUJhwSMl9sBPtiaL,0.311
Perfect World,0.0158,https://api.spotify.com/v1/audio-analysis/1hmak4bA4S0pG5BcSJDqh6,Broken Bells,0.553,384427,0.885,1hmak4bA4S0pG5BcSJDqh6,0.00198,1,0.0927,-7.334,0,0.0328,155.988,4,https://api.spotify.com/v1/tracks/1hmak4bA4S0pG5BcSJDqh6,audio_features,spotify:track:1hmak4bA4S0pG5BcSJDqh6,0.767
Promises (with Sam Smith),0.0119,https://api.spotify.com/v1/audio-analysis/5N5k9nd479b1xpDZ4usjrg,Calvin Harris,0.781,213309,0.768,5N5k9nd479b1xpDZ4usjrg,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,4,https://api.spotify.com/v1/tracks/5N5k9nd479b1xpDZ4usjrg,audio_features,spotify:track:5N5k9nd479b1xpDZ4usjrg,0.486
Gorgeous,0.0207,https://api.spotify.com/v1/audio-analysis/23SZWX2IaDnxmhFsSLvkG2,Kanye West,0.603,357653,0.713,23SZWX2IaDnxmhFsSLvkG2,0.000179,1,0.431,-3.625,0,0.0317,91.953,4,https://api.spotify.com/v1/tracks/23SZWX2IaDnxmhFsSLvkG2,audio_features,spotify:track:23SZWX2IaDnxmhFsSLvkG2,0.12
TEMPTATION,0.397,https://api.spotify.com/v1/audio-analysis/7L9g4cPfohScjJ8mGwLQWr,Joey Bada$$,0.775,244198,0.707,7L9g4cPfohScjJ8mGwLQWr,0.0,10,0.874,-5.339,0,0.152,104.979,4,https://api.spotify.com/v1/tracks/7L9g4cPfohScjJ8mGwLQWr,audio_features,spotify:track:7L9g4cPfohScjJ8mGwLQWr,0.78
All God's People - Remastered 2011,0.233,https://api.spotify.com/v1/audio-analysis/6VWhk0VNyGs6o5aTUj4akR,Queen,0.307,261653,0.796,6VWhk0VNyGs6o5aTUj4akR,0.00202,5,0.313,-8.066,1,0.095,181.62,3,https://api.spotify.com/v1/tracks/6VWhk0VNyGs6o5aTUj4akR,audio_features,spotify:track:6VWhk0VNyGs6o5aTUj4akR,0.231
Los Angeles Waltz,0.0567,https://api.spotify.com/v1/audio-analysis/1bBIIwlipWbMmjWIDWQYlc,Razorlight,0.33,279453,0.736,1bBIIwlipWbMmjWIDWQYlc,6.32e-06,6,0.273,-2.292,0,0.0415,110.317,3,https://api.spotify.com/v1/tracks/1bBIIwlipWbMmjWIDWQYlc,audio_features,spotify:track:1bBIIwlipWbMmjWIDWQYlc,0.427
Creature,0.000256,https://api.spotify.com/v1/audio-analysis/1SDCiXpQeiu1cQXGwTtiwL,YONAKA,0.486,185840,0.862,1SDCiXpQeiu1cQXGwTtiwL,0.000356,6,0.0714,-3.929,0,0.0426,130.031,4,https://api.spotify.com/v1/tracks/1SDCiXpQeiu1cQXGwTtiwL,audio_features,spotify:track:1SDCiXpQeiu1cQXGwTtiwL,0.49
REMEDY,0.269,https://api.spotify.com/v1/audio-analysis/6jreFSOTUAViWjKyzOC4Kg,Alesso,0.601,190295,0.775,6jreFSOTUAViWjKyzOC4Kg,0.0,0,0.0883,-4.612,1,0.0473,119.964,4,https://api.spotify.com/v1/tracks/6jreFSOTUAViWjKyzOC4Kg,audio_features,spotify:track:6jreFSOTUAViWjKyzOC4Kg,0.483
Blauw,0.025,https://api.spotify.com/v1/audio-analysis/1jlphb2nyrZ76BIjSgdbcG,The Scene,0.564,276773,0.616,1jlphb2nyrZ76BIjSgdbcG,0.000109,7,0.0845,-10.245,1,0.0277,131.068,4,https://api.spotify.com/v1/tracks/1jlphb2nyrZ76BIjSgdbcG,audio_features,spotify:track:1jlphb2nyrZ76BIjSgdbcG,0.124
Empire Ants (feat. Little Dragon),0.181,https://api.spotify.com/v1/audio-analysis/3a6PN6BRB8PP3ms48s7kU1,Gorillaz,0.601,283573,0.772,3a6PN6BRB8PP3ms48s7kU1,0.0543,0,0.0928,-4.137,0,0.031,99.445,4,https://api.spotify.com/v1/tracks/3a6PN6BRB8PP3ms48s7kU1,audio_features,spotify:track:3a6PN6BRB8PP3ms48s7kU1,0.294
Lovers in Japan,0.0427,https://api.spotify.com/v1/audio-analysis/2GkCxLKP04KfDpUYLTmTNl,Coldplay,0.202,411013,0.733,2GkCxLKP04KfDpUYLTmTNl,0.696,7,0.243,-7.599,1,0.0446,118.223,4,https://api.spotify.com/v1/tracks/2GkCxLKP04KfDpUYLTmTNl,audio_features,spotify:track:2GkCxLKP04KfDpUYLTmTNl,0.0728
Michel,0.741,https://api.spotify.com/v1/audio-analysis/4rn5MWk1ZPrW2Qjhv3xt5t,Anouk,0.615,249107,0.296,4rn5MWk1ZPrW2Qjhv3xt5t,0.0,3,0.0916,-9.951,1,0.0311,122.358,4,https://api.spotify.com/v1/tracks/4rn5MWk1ZPrW2Qjhv3xt5t,audio_features,spotify:track:4rn5MWk1ZPrW2Qjhv3xt5t,0.158
Heartbreaker,0.371,https://api.spotify.com/v1/audio-analysis/3yEN31fZv3uWUMluwCbYcf,Metronomy,0.898,254533,0.58,3yEN31fZv3uWUMluwCbYcf,0.0357,1,0.0824,-4.885,1,0.0844,127.025,4,https://api.spotify.com/v1/tracks/3yEN31fZv3uWUMluwCbYcf,audio_features,spotify:track:3yEN31fZv3uWUMluwCbYcf,0.715
Love It If We Made It,0.000607,https://api.spotify.com/v1/audio-analysis/6WmIyn2fx1PKQ0XDpYj4VR,The 1975,0.472,252926,0.745,6WmIyn2fx1PKQ0XDpYj4VR,2.74e-05,4,0.0957,-5.297,1,0.0356,180.06,4,https://api.spotify.com/v1/tracks/6WmIyn2fx1PKQ0XDpYj4VR,audio_features,spotify:track:6WmIyn2fx1PKQ0XDpYj4VR,0.0631
Day 1 ◑,0.21,https://api.spotify.com/v1/audio-analysis/6ZzYETKetIfNUsZUb23jgG,HONNE,0.503,233601,0.581,6ZzYETKetIfNUsZUb23jgG,0.000708,6,0.257,-7.007,1,0.0881,94.555,4,https://api.spotify.com/v1/tracks/6ZzYETKetIfNUsZUb23jgG,audio_features,spotify:track:6ZzYETKetIfNUsZUb23jgG,0.633
Exits,0.0559,https://api.spotify.com/v1/audio-analysis/7CtuhUpzDJU73RF9stMgWC,Foals,0.483,357419,0.858,7CtuhUpzDJU73RF9stMgWC,0.00107,9,0.514,-2.94,0,0.0346,188.055,4,https://api.spotify.com/v1/tracks/7CtuhUpzDJU73RF9stMgWC,audio_features,spotify:track:7CtuhUpzDJU73RF9stMgWC,0.712
BOOGIE,0.0137,https://api.spotify.com/v1/audio-analysis/3NuN59jpH3B5cNa2M4r7XG,BROCKHAMPTON,0.604,193155,0.933,3NuN59jpH3B5cNa2M4r7XG,0.0,1,0.37,-3.034,1,0.214,110.029,4,https://api.spotify.com/v1/tracks/3NuN59jpH3B5cNa2M4r7XG,audio_features,spotify:track:3NuN59jpH3B5cNa2M4r7XG,0.28
Come Closer,0.0272,https://api.spotify.com/v1/audio-analysis/20uVZbYFKshjrdDHcVy9w9,Miles Kane,0.511,179240,0.696,20uVZbYFKshjrdDHcVy9w9,0.000249,6,0.0875,-5.157,0,0.0421,164.614,4,https://api.spotify.com/v1/tracks/20uVZbYFKshjrdDHcVy9w9,audio_features,spotify:track:20uVZbYFKshjrdDHcVy9w9,0.788
Black Sun,0.17,https://api.spotify.com/v1/audio-analysis/59FC22eN2Syt9bbv2d6393,Death Cab for Cutie,0.608,289160,0.642,59FC22eN2Syt9bbv2d6393,0.0667,2,0.166,-7.978,1,0.0251,87.703,4,https://api.spotify.com/v1/tracks/59FC22eN2Syt9bbv2d6393,audio_features,spotify:track:59FC22eN2Syt9bbv2d6393,0.608
Don't Forget Who You Are,0.000519,https://api.spotify.com/v1/audio-analysis/0DIWMdOkYYDsTsgzlyB0gb,Miles Kane,0.464,201560,0.951,0DIWMdOkYYDsTsgzlyB0gb,7.55e-06,10,0.061,-2.116,1,0.0343,93.973,4,https://api.spotify.com/v1/tracks/0DIWMdOkYYDsTsgzlyB0gb,audio_features,spotify:track:0DIWMdOkYYDsTsgzlyB0gb,0.425
Breathe,0.00646,https://api.spotify.com/v1/audio-analysis/6TR0FGw4zhlGbQALN065AI,CamelPhat,0.595,194233,0.877,6TR0FGw4zhlGbQALN065AI,0.0879,9,0.398,-7.414,0,0.0442,125.015,4,https://api.spotify.com/v1/tracks/6TR0FGw4zhlGbQALN065AI,audio_features,spotify:track:6TR0FGw4zhlGbQALN065AI,0.081
Ready To Let Go,0.0109,https://api.spotify.com/v1/audio-analysis/2QoDAlMnML5haTXvYRS86X,Cage The Elephant,0.72,187973,0.893,2QoDAlMnML5haTXvYRS86X,2.52e-05,1,0.0729,-3.279,1,0.0376,100.96,4,https://api.spotify.com/v1/tracks/2QoDAlMnML5haTXvYRS86X,audio_features,spotify:track:2QoDAlMnML5haTXvYRS86X,0.795
Moment Of Surrender,0.57,https://api.spotify.com/v1/audio-analysis/4f25p7B3SRzh9Yep7o3w6G,Nick Mulvey,0.61,299180,0.662,4f25p7B3SRzh9Yep7o3w6G,0.00846,2,0.13,-9.182,1,0.0402,104.122,4,https://api.spotify.com/v1/tracks/4f25p7B3SRzh9Yep7o3w6G,audio_features,spotify:track:4f25p7B3SRzh9Yep7o3w6G,0.527
Fluctuate,0.00086,https://api.spotify.com/v1/audio-analysis/59OBV3kRCqepY5cNZiZfT6,Catfish and the Bottlemen,0.413,192053,0.886,59OBV3kRCqepY5cNZiZfT6,0.000216,8,0.274,-4.166,1,0.09,160.177,4,https://api.spotify.com/v1/tracks/59OBV3kRCqepY5cNZiZfT6,audio_features,spotify:track:59OBV3kRCqepY5cNZiZfT6,0.319
On the Luna,0.0662,https://api.spotify.com/v1/audio-analysis/7vyMuzXuYulcueyQ1jvcC2,Foals,0.525,192695,0.976,7vyMuzXuYulcueyQ1jvcC2,0.000392,0,0.0804,-2.023,1,0.0479,138.984,4,https://api.spotify.com/v1/tracks/7vyMuzXuYulcueyQ1jvcC2,audio_features,spotify:track:7vyMuzXuYulcueyQ1jvcC2,0.855
Giant (with Rag'n'Bone Man),0.016,https://api.spotify.com/v1/audio-analysis/5itOtNx0WxtJmi1TQ3RuRd,Calvin Harris,0.807,229184,0.887,5itOtNx0WxtJmi1TQ3RuRd,0.000503,1,0.0811,-4.311,0,0.0361,122.015,4,https://api.spotify.com/v1/tracks/5itOtNx0WxtJmi1TQ3RuRd,audio_features,spotify:track:5itOtNx0WxtJmi1TQ3RuRd,0.606
Bleed It Out,0.114,https://api.spotify.com/v1/audio-analysis/0UFDKFqW2oGspYeYqo9wjA,Linkin Park,0.529,166373,0.967,0UFDKFqW2oGspYeYqo9wjA,0.0,1,0.61,-3.647,0,0.0508,140.127,4,https://api.spotify.com/v1/tracks/0UFDKFqW2oGspYeYqo9wjA,audio_features,spotify:track:0UFDKFqW2oGspYeYqo9wjA,0.596
With You,0.0037,https://api.spotify.com/v1/audio-analysis/5uuXtfqM7Wp3idCxyHeOll,Linkin Park,0.421,203267,0.978,5uuXtfqM7Wp3idCxyHeOll,0.0,6,0.111,-4.004,0,0.302,196.921,4,https://api.spotify.com/v1/tracks/5uuXtfqM7Wp3idCxyHeOll,audio_features,spotify:track:5uuXtfqM7Wp3idCxyHeOll,0.359
Don't Stop Believin',0.127,https://api.spotify.com/v1/audio-analysis/4bHsxqR3GMrXTxEPLuK5ue,Journey,0.5,250987,0.748,4bHsxqR3GMrXTxEPLuK5ue,0.0,4,0.447,-9.072,1,0.0363,118.852,4,https://api.spotify.com/v1/tracks/4bHsxqR3GMrXTxEPLuK5ue,audio_features,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,0.514
Whatcha Say,0.0444,https://api.spotify.com/v1/audio-analysis/7xkQdy0cy5ymoWT7nedvLz,Jason Derulo,0.615,221253,0.711,7xkQdy0cy5ymoWT7nedvLz,0.0,11,0.145,-5.507,1,0.0779,144.036,4,https://api.spotify.com/v1/tracks/7xkQdy0cy5ymoWT7nedvLz,audio_features,spotify:track:7xkQdy0cy5ymoWT7nedvLz,0.711
Wake Up in the Sky,0.00381,https://api.spotify.com/v1/audio-analysis/0QIjsbm2fh1cJ45XO9eGqq,Gucci Mane,0.8,204665,0.578,0QIjsbm2fh1cJ45XO9eGqq,0.0,4,0.359,-5.144,0,0.0485,143.01,4,https://api.spotify.com/v1/tracks/0QIjsbm2fh1cJ45XO9eGqq,audio_features,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,0.367
Luigi's Mansion,0.000112,https://api.spotify.com/v1/audio-analysis/4dMOu9uZdg42SdQ8aGm4AA,Qumu,0.761,192923,0.745,4dMOu9uZdg42SdQ8aGm4AA,0.704,9,0.0358,-8.302,0,0.0334,130.03,4,https://api.spotify.com/v1/tracks/4dMOu9uZdg42SdQ8aGm4AA,audio_features,spotify:track:4dMOu9uZdg42SdQ8aGm4AA,0.844
Would I Lie To You?,0.389,https://api.spotify.com/v1/audio-analysis/62R1MRux3R0v2cngA2xdJn,Charles & Eddie,0.738,204387,0.647,62R1MRux3R0v2cngA2xdJn,0.0,11,0.201,-7.076,0,0.0368,101.098,4,https://api.spotify.com/v1/tracks/62R1MRux3R0v2cngA2xdJn,audio_features,spotify:track:62R1MRux3R0v2cngA2xdJn,0.709
In Degrees,0.000618,https://api.spotify.com/v1/audio-analysis/2muJzxNCRL7M2QeCmjPubU,Foals,0.618,297633,0.97,2muJzxNCRL7M2QeCmjPubU,0.0327,1,0.0544,-3.249,1,0.0542,121.989,4,https://api.spotify.com/v1/tracks/2muJzxNCRL7M2QeCmjPubU,audio_features,spotify:track:2muJzxNCRL7M2QeCmjPubU,0.673
House Of Glass,0.00239,https://api.spotify.com/v1/audio-analysis/6PntjGhsLWsNlWfXnazHIY,Cage The Elephant,0.526,154880,0.926,6PntjGhsLWsNlWfXnazHIY,0.219,6,0.072,-2.537,0,0.139,146.895,4,https://api.spotify.com/v1/tracks/6PntjGhsLWsNlWfXnazHIY,audio_features,spotify:track:6PntjGhsLWsNlWfXnazHIY,0.552
Falling Back,0.000579,https://api.spotify.com/v1/audio-analysis/7iA8BlFVOityG3DGPExJtx,Roosevelt,0.552,279677,0.93,7iA8BlFVOityG3DGPExJtx,0.81,7,0.107,-3.467,1,0.0355,114.981,4,https://api.spotify.com/v1/tracks/7iA8BlFVOityG3DGPExJtx,audio_features,spotify:track:7iA8BlFVOityG3DGPExJtx,0.625
No Plan,0.115,https://api.spotify.com/v1/audio-analysis/2ApgD2AGOa4XxzWDdqHM65,Hozier,0.456,331013,0.75,2ApgD2AGOa4XxzWDdqHM65,1.69e-05,9,0.114,-4.609,0,0.0444,80.019,4,https://api.spotify.com/v1/tracks/2ApgD2AGOa4XxzWDdqHM65,audio_features,spotify:track:2ApgD2AGOa4XxzWDdqHM65,0.564
Almost (Sweet Music),0.0215,https://api.spotify.com/v1/audio-analysis/7uttm8Iurm5uK67Vr9G2Sp,Hozier,0.523,217480,0.687,7uttm8Iurm5uK67Vr9G2Sp,2.86e-06,7,0.203,-5.601,1,0.105,90.036,4,https://api.spotify.com/v1/tracks/7uttm8Iurm5uK67Vr9G2Sp,audio_features,spotify:track:7uttm8Iurm5uK67Vr9G2Sp,0.711
Wire,0.0773,https://api.spotify.com/v1/audio-analysis/3rk9wUq7Tf7h7cQ13OVBca,Balthazar,0.796,198173,0.661,3rk9wUq7Tf7h7cQ13OVBca,0.00377,10,0.0989,-6.801,1,0.0364,133.191,4,https://api.spotify.com/v1/tracks/3rk9wUq7Tf7h7cQ13OVBca,audio_features,spotify:track:3rk9wUq7Tf7h7cQ13OVBca,0.949
Saviers Road,0.00899,https://api.spotify.com/v1/audio-analysis/3LfnrqODEqXpp7s974cT4z,Anderson .Paak,0.539,144667,0.631,3LfnrqODEqXpp7s974cT4z,0.0,10,0.132,-7.673,1,0.393,88.426,4,https://api.spotify.com/v1/tracks/3LfnrqODEqXpp7s974cT4z,audio_features,spotify:track:3LfnrqODEqXpp7s974cT4z,0.139
Brother's Keeper (feat. Pusha T),0.00127,https://api.spotify.com/v1/audio-analysis/7GvKDZP30uHX0p8y3Kn6BM,Anderson .Paak,0.661,254280,0.773,7GvKDZP30uHX0p8y3Kn6BM,5.66e-06,9,0.117,-6.809,0,0.0839,106.852,4,https://api.spotify.com/v1/tracks/7GvKDZP30uHX0p8y3Kn6BM,audio_features,spotify:track:7GvKDZP30uHX0p8y3Kn6BM,0.318
Compass,0.238,https://api.spotify.com/v1/audio-analysis/0YNtAadZvKBBEFARtfoCV8,The Neighbourhood,0.7,167960,0.82,0YNtAadZvKBBEFARtfoCV8,0.318,5,0.658,-5.499,0,0.0329,109.998,4,https://api.spotify.com/v1/tracks/0YNtAadZvKBBEFARtfoCV8,audio_features,spotify:track:0YNtAadZvKBBEFARtfoCV8,0.667
