title,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
Round And Round,0.00261,https://api.spotify.com/v1/audio-analysis/7xIpM5gF7cDin6nOZ3Qb0x,Imagine Dragons,0.455,196933,0.872,7xIpM5gF7cDin6nOZ3Qb0x,0.0,0,0.21,-4.187,0,0.0427,141.949,4,https://api.spotify.com/v1/tracks/7xIpM5gF7cDin6nOZ3Qb0x,audio_features,spotify:track:7xIpM5gF7cDin6nOZ3Qb0x,0.468
Waiting On the World to Change,0.159,https://api.spotify.com/v1/audio-analysis/5imShWWzwqfAJ9gXFpGAQh,John Mayer,0.577,201173,0.756,5imShWWzwqfAJ9gXFpGAQh,0.000232,2,0.249,-5.82,1,0.115,176.75,4,https://api.spotify.com/v1/tracks/5imShWWzwqfAJ9gXFpGAQh,audio_features,spotify:track:5imShWWzwqfAJ9gXFpGAQh,0.663
Beginner's Luck,0.606,https://api.spotify.com/v1/audio-analysis/6adjXENHRzh4uyVziFlVGm,Maribou State,0.561,268028,0.573,6adjXENHRzh4uyVziFlVGm,0.854,8,0.218,-10.104,0,0.0488,81.979,4,https://api.spotify.com/v1/tracks/6adjXENHRzh4uyVziFlVGm,audio_features,spotify:track:6adjXENHRzh4uyVziFlVGm,0.243
Naturally,0.117,https://api.spotify.com/v1/audio-analysis/20iVDjR6PTXe8dlWHtMjYU,RONDÉ,0.588,227246,0.774,20iVDjR6PTXe8dlWHtMjYU,1.47e-06,1,0.373,-6.163,1,0.0285,125.996,4,https://api.spotify.com/v1/tracks/20iVDjR6PTXe8dlWHtMjYU,audio_features,spotify:track:20iVDjR6PTXe8dlWHtMjYU,0.391
Blood on Me,0.122,https://api.spotify.com/v1/audio-analysis/37el170lJYr5CiWJFk207u,Sampha,0.775,246952,0.517,37el170lJYr5CiWJFk207u,0.0142,11,0.609,-8.186,1,0.137,104.018,4,https://api.spotify.com/v1/tracks/37el170lJYr5CiWJFk207u,audio_features,spotify:track:37el170lJYr5CiWJFk207u,0.613
Even,0.228,https://api.spotify.com/v1/audio-analysis/1LS21QE8zyglmWfmFIW1ls,Son Mieux,0.694,195126,0.652,1LS21QE8zyglmWfmFIW1ls,0.0,9,0.0657,-5.687,0,0.0444,118.89,4,https://api.spotify.com/v1/tracks/1LS21QE8zyglmWfmFIW1ls,audio_features,spotify:track:1LS21QE8zyglmWfmFIW1ls,0.345
Salvation,0.0696,https://api.spotify.com/v1/audio-analysis/1dNJrrg6fBdGfEsdIw2Yc1,Tash Sultana,0.509,259401,0.555,1dNJrrg6fBdGfEsdIw2Yc1,0.000382,5,0.092,-7.809,0,0.0632,163.959,4,https://api.spotify.com/v1/tracks/1dNJrrg6fBdGfEsdIw2Yc1,audio_features,spotify:track:1dNJrrg6fBdGfEsdIw2Yc1,0.373
Synergy,0.365,https://api.spotify.com/v1/audio-analysis/66WLNKLEa9GPpB90UmFQby,Tash Sultana,0.484,258529,0.388,66WLNKLEa9GPpB90UmFQby,0.191,4,0.111,-10.501,0,0.027,135.109,4,https://api.spotify.com/v1/tracks/66WLNKLEa9GPpB90UmFQby,audio_features,spotify:track:66WLNKLEa9GPpB90UmFQby,0.0789
Crystalised,0.812,https://api.spotify.com/v1/audio-analysis/6rxEjkoar48SssZePbtb2x,The xx,0.763,201947,0.484,6rxEjkoar48SssZePbtb2x,0.393,11,0.0841,-12.368,0,0.0311,122.913,4,https://api.spotify.com/v1/tracks/6rxEjkoar48SssZePbtb2x,audio_features,spotify:track:6rxEjkoar48SssZePbtb2x,0.416
Didn't I,0.03,https://api.spotify.com/v1/audio-analysis/4fkYwMu6FdpzTbGXnEUkeG,HONNE,0.59,205224,0.525,4fkYwMu6FdpzTbGXnEUkeG,0.00167,2,0.237,-7.004,0,0.0327,76.507,4,https://api.spotify.com/v1/tracks/4fkYwMu6FdpzTbGXnEUkeG,audio_features,spotify:track:4fkYwMu6FdpzTbGXnEUkeG,0.436
